date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2025-11-30 00:00:00,5.6,2.6,8.8,0,,,15.8,35,1012.6,58
2025-12-01 00:00:00,10.2,7,11.9,2.7,,,28,67,1002.6,97
2025-12-02 00:00:00,9,7.3,11.9,3.1,,,15.2,45,1002.4,187
2025-12-03 00:00:00,6.8,2.7,10.8,0.8,,,8.8,24,1007.3,175
2025-12-04 00:00:00,6.8,3.4,8.4,2.2,,,16.1,45,999,67
2025-12-05 00:00:00,5.1,-0.5,10.4,3,,,17,62,1002.5,18
2025-12-06 00:00:00,10.5,9,12.6,6.1,,,22.6,53,996.4,74
2025-12-07 00:00:00,11.2,7.5,14.6,3.8,,,20.1,68,1001.2,1
2025-12-08 00:00:00,12.3,9.9,14.3,2.9,,,17.9,37,1008,12
2025-12-09 00:00:00,12.8,11.3,14.2,5.6,,,25.1,56,1004.5,1
2025-12-10 00:00:00,10.8,8.6,13.2,0.2,,,19.4,49,1015.1,195
2025-12-11 00:00:00,9.6,6.1,12,0,,,14.1,37,1018.5,132
2025-12-12 00:00:00,10.1,6.8,12.3,0.2,,,13.3,33,1017.3,33
2025-12-13 00:00:00,6.6,3.2,10.3,0,,,8.5,24,1026.8,251
2025-12-14 00:00:00,8.6,5.4,11.2,0.2,,,15.4,42,1018.6,54
2025-12-15 00:00:00,10.9,9.9,11.7,0,,,19.4,42,1006.7,21
2025-12-16 00:00:00,9.5,5.1,11.8,1.2,,,10.3,26,1009.2,12
2025-12-17 00:00:00,6.1,1.4,10.8,0.2,,,13.1,44,1014.6,0
2025-12-18 00:00:00,11.1,9.9,12.3,20,,,23,63,1004.7,3
2025-12-19 00:00:00,8.7,6.5,11.4,0.2,,,17.3,39,1014.7,188
2025-12-20 00:00:00,6,2.6,9.7,0,,,11.7,28,1012.3,178
2025-12-21 00:00:00,9.3,7.1,10.7,3,,,13.6,37,1006.6,18
2025-12-22 00:00:00,9.9,8.3,11.3,0.6,,,10.6,35,1007.5,36
2025-12-23 00:00:00,7.3,6.2,8.6,0,,,16.7,46,1017.8,0
2025-12-24 00:00:00,5.1,3.6,6.4,0,,,22.9,54,1031,105
2025-12-25 00:00:00,3.9,2.8,5.8,0,,,22.8,55,1028.5,216
2025-12-26 00:00:00,4.7,3.2,6.5,0,,,15.1,38,1029.4,74
2025-12-27 00:00:00,5.2,1.9,7.5,0,,,15.8,46,1034,199
2025-12-28 00:00:00,6.7,5.7,7.2,0,,,14.9,41,1032.4,0
2025-12-29 00:00:00,5.5,4.8,6.6,0,,,12.5,33,1029.3,11
2025-12-30 00:00:00,4,1.7,6.9,0,,,9.2,28,1033.5,140
2025-12-31 00:00:00,0.4,-1.1,2.8,0,,,10,28,1029,250
